key,year,city,city 2,language,language 2,author (normalized),title,title_EN,BASE CONTENT,AUTHOR NAME,AUTHOR NAME 2,AUTHOR DESCRIPTION,AUTHOR DESCRIPTION 2,EUCLID REF,EUCLID DESCRIPTION,EUCLID DESCRIPTION 2,OTHER NAMES,PATRON REF,EDITION INFO 2,EDITION INFO,PRIVILEGES,VERBS,EXPLICITLY STATED: TRANSLATED FROM,EXPLICITLY STATED: TRANSLATED TO,RECIPIENT VERBS,EXPLICIT RECIPIENT 2,EXPLICIT RECIPIENT,GREEK IN NON GREEK BOOKS,INNOVATION,INSTITUTIONS,ENRICHED WITH,BOUND WITH,ELEMENTS DESIGNATION,invalid transcription,IMPRINT DATE,IMPRINT PUBLISHER,IMPRINT PLACE,IMPRINT PRIVILEGES,IMPRINT DEDICATION,IMPRINT AUTHOR NAME,IMPRINT AUTHOR DESCRIPTION,tagger,CONTENT DESC,CONTENT DESC 2,ADDITIONAL CONTENT,ADDITIONAL CONTENT 2,author (orig),publisher (orig),publisher (normalized),colophon,imprint,imprint_EN,format,books,volumesCount,wClass,ustc_id,scan_url,tp_url,tp_url_alt,frontispiece_url,frontispiece_type,frontispiece_text,frontispiece_text_EN,notes,has_red,tp_design,num_of_types,frame_type,engraving,printer_device,font_types,calligraphic_features,other_names_classification,included_in_studies,tp_illustration,annotations
Hamburg_1633,1633,Hamburg,,DUTCH,,Jacob Willemsz,"EVCLIDES ZES EERSTE BOEKKEN, VANDE BEGINSELEN
DER VViskonsten.	IN NEERDVYTS VERTAELT door Iacob VVillemsz: Verroten van Haerlem.","EUCLID'S SIX FIRST BOOKS, OF THE ELEMENTS
OF GEOMETRY. TRANSLATED INTO DUTCH by Iacob VVillemsz: Verroten of Haerlem.",EVCLIDES ZES EERSTE BOEKKEN,Iacob VVillemsz: Verroten van Haerlem.,,,,EVCLIDES,,,,,,,,VERTAELT,NEERDVYTS,,,,,,,,,,,,1633,VOLRAD GAUBISCH,HAMBURG,,,,,ai_02_14-55,"VANDE BEGINSELEN
DER VViskonsten",,,,Iacob Willemszen,Volrad Gaubisch,Volrad Gaubisch,,"En voor hem gedruckt tot HAMBURG, By VOLRAD GAUBISCH, in’t Iaer 1633.","And printed for him at HAMBURG, By VOLRAD GAUBISCH, in the Year 1633.",Quarto,Elements 1–6,1,COMMANDINO,-,https://www.google.com/books/edition/Zes_eerste_Boekken_van_de_Beginselen_der/M39ZiFw_Y00C,/tps/Hamburg_1633_tp.png,,,,,,,False,typographic,6,none,none,True,"roman, majuscule roman",,,,,
Paris_1634,1634,Paris,,FRENCH,LATIN,Pierre Hérigone,"CVRSVS
MATHEMATICVS,
NOVA, BREVI, ET CLARA METHODO
DEMONSTRATVS,
Per NOTAS reales & vniuersales, citra vsum
cuiuscunque idiomatis intellectu faciles.
COVRS
MATHEMATIQVE,
DEMONSTRE' D’VNE NOVVELLE,
BRIEFVE, ET CLAIRE METHODE,
Par NOTES reelles & vniuerselles, qui peuuent estre
entenduës facilement sans l’vsage d’aucune langue.
Par PIERRE HERIGONE, Mathematicien.","MATHEMATICAL
COURSE,
DEMONSTRATED BY A NEW, BRIEF, AND CLEAR METHOD,
Through real & universal NOTES, easily understood
without the use of any language.
MATHEMATICAL
COURSE,
DEMONSTRATED BY A NEW,
BRIEF, AND CLEAR METHOD,
Through real & universal NOTES, which can be
easily understood without the use of any language.
By PIERRE HERIGONE, Mathematician.","COVRS
MATHEMATIQVE",PIERRE HERIGONE,,Mathematicien,,,,,,,,,,DEMONSTRE',,,,,,,,,,,,,M. DC. XXXIV.,"l’Autheur, HENRY LE GRAS",PARIS,Auec Priuilege du Roy.,,,,ai_02_14-55,"DEMONSTRE' D’VNE NOVVELLE, BRIEFVE, ET CLAIRE METHODE, Par NOTES reelles & vniuerselles, qui peuuent estre
entenduës facilement sans l’vsage d’aucune langue",,,,Pierre Hérigone,HENRY LE GRAS,Henri Le Gras,,"A PARIS, M. DC. XXXIV. Chez l’Autheur, en l’Isle du Palais, à l’enseigne de l’Anguille, & Chez HENRY LE GRAS, au troisiesme pilier de la grande Salle du Palais. Auec Priuilege du Roy.","IN PARIS, M. DC. XXXIV. At the Author's, on the Isle of the Palace, at the sign of the Eel, & At HENRY LE GRAS, at the third pillar of the great Hall of the Palace. With the King's Privilege.",Octavo,Elements 1–15; Data,4,HÉRIGONE/BARROW,,https://www.google.com/books/edition/Cursus_mathematicus_nova_brevi_et_clara/jq81HDK3aSoC,/tps/Paris_1634_tp.png,,,,,,,False,typographic,8,line,none,True,"roman, majuscule roman, italics",,,dh,,
Alcala_1637,1637,Alcala,,DUTCH,LATIN,Luis Carducci,"ELEMENTOS GEOMETRICOS DE EVCLIDES PHILO-SOPHO MEGARENSE SVS SEYS PRIMEROS LIBROS. AL EXmo Sr D. GASPAR DE GVZMAN CONDE DE OLIBARES DVCq DE S. LVCAR LA MAYOR CAMARERO Y CABALLERICO
MAYOR DE SV MAG &. Traducido el texto y comentado por LVIS CARDVCHI Mathematico de su Magestad",GEOMETRIC ELEMENTS OF EUCLID THE MEGAREAN PHILOSOPHER HIS SIX FIRST BOOKS. TO THE Most Excellent Mr. GASPAR DE GUZMAN COUNT OF OLIVARES DUKE OF S. LUCAR LA MAYOR CHAMBERLAIN AND CHIEF KNIGHT OF HIS MAJESTY &. Translated the text and commented by LUIS CARDUCHI Mathematician of his Majesty,ELEMENTOS GEOMETRICOS DE EVCLIDES PHILO-SOPHO MEGARENSE SVS SEYS PRIMEROS LIBROS,LVIS CARDVCHI,,Mathematico de su Magestad,,EVCLIDES,PHILO-SOPHO MEGARENSE,,,AL EXmo Sr D. GASPAR DE GVZMAN CONDE DE OLIBARES DVCq DE S. LVCAR LA MAYOR CAMARERO Y CABALLERICO MAYOR DE SV MAG &.,,,,"Traducido, comentado",,,,,,,,,comentado,,ELEMENTOS GEOMETRICOS DE EVCLIDES,,1637,ANTONo DVPLASTe,ALCALA,,,,,ai_02_14-55,SVS SEYS PRIMEROS LIBROS,,Traducido el texto y comentado,,Luis Carduchi,,,,EN ALCALA POR ANTONo DVPLASTe AÑO DE 1637,IN ALCALA BY ANTONo DVPLASTe YEAR OF 1637,Quarto,Elements 1–6,1,ZAMBERTI/GRYNAEUS (THEON),,https://www.google.com/books/edition/Elementos_geometricos_de_Euclides_philos/9GH8RqDkKmsC,/tps/Alcala_1637_tp.png,,,,,,,False,standard,3,woodcut,woodcut,True,"roman, majuscule roman",,,,True,
Hamburg_1638,1638,Hamburg,,DUTCH,,Jacob Willemsz,"EUKLIDES ZES EERSTE BOEKKEN, VANDE BEGINSE-
LEN DER WISKONSTEN. In Neerduids vertaald door JACOB WILLEMSZ: VERROOTEN van Haerlem.","EUCLID'S FIRST BOOKS, OF THE PRINCIPLES OF MATHEMATICS. Translated into Dutch by JACOB WILLEMSZ: VERROOTEN from Haarlem.",EUKLIDES ZES EERSTE BOEKKEN,JACOB WILLEMSZ: VERROOTEN van Haerlem.,,,,EUKLIDES,,,,,,,,vertaald,Neerduids,,,,,,,,,,,,1638,HENDRIK WERNER,HAMBURG,,,,,ai_02_14-55,"VANDE BEGINSE-
LEN DER WISKONSTEN",,,,Willemszen,HENDRIK WERNER,Hendrik Werner,,"En voor hem gedruckt tot HAMBURG, Bij HENDRIK WERNER, in’t Jaer 1638.","And printed for him at HAMBURG, By HENDRIK WERNER, in the Year 1638.",Quarto,Elements 1–6,1,COMMANDINO,-,https://www.google.com/books/edition/Euklides_zes_eerste_boekken_van_de_begin/iYrka6yi4XQC,/tps/Hamburg_1638_tp.png,,,,,,,False,typographic,6,none,woodcut,True,"roman, majuscule roman",,,,,
Paris_1639,1639,Paris,,FRENCH,,Pierre Hérigone,"LES SIX PREMIERS LIVRES
DES ELEMENTS
D’EVCLIDE,
Demonstrez par Notes, d’vne methode
tres-brieve & intelligible.
Auec les principales parties des Mathematiques ex-
pliquées succinctement sans Notes.
Et de plus, vn petit Dictionnaire, contenant les ety-
mologies & significations des noms & termes
plus obscurs des Mathematiques.
Par PIERRE HERIGONE, Professeur és Mathematiques.","THE FIRST SIX BOOKS
OF THE ELEMENTS
OF EUCLID,
Demonstrated by Notes, in a very brief
& intelligible method.
With the principal parts of Mathematics ex-
plained succinctly without Notes.
And moreover, a small Dictionary, containing the ety-
mologies & meanings of the more obscure names & terms
of Mathematics.
By PIERRE HERIGONE, Professor of Mathematics.","LES SIX PREMIERS LIVRES
DES ELEMENTS
D’EVCLIDE",PIERRE HERIGONE,,Professeur és Mathematiques,,D’EVCLIDE,,,,,,,,"Demonstrez, ex-
pliquées",,,,,,,,,"Demonstrez par Notes, d’vne methode tres-brieve & intelligible., Auec les principales parties des Mathematiques expliquées succinctement sans Notes., vn petit Dictionnaire, contenant les etymologies & significations des noms & termes plus obscurs des Mathematiques.",,,,M. DC. XXXIX.,"l’Autheur, HENRY LE GRAS",PARIS,,,,,ai_02_14-55,"Demonstrez par Notes, d’vne methode
tres-brieve & intelligible.
Auec les principales parties des Mathematiques ex-
pliquées succinctement sans Notes",,"vn petit Dictionnaire, contenant les ety-
mologies & significations des noms & termes
plus obscurs des Mathematiques",,Pierre Hérigone,HENRY LE GRAS,Henri Le Gras,,"A PARIS. M. DC. XXXIX. Chez l’Autheur, en l’Isle du Palais, à l’enseigne de l’Anguille, & Chez HENRY LE GRAS, au troisiesme pilier de la grande Sale du Palais.","IN PARIS. M. DC. XXXIX. At the Author's, on the Isle of the Palace, at the sign of the Eel, & At HENRY LE GRAS, at the third pillar of the great Hall of the Palace.",Octavo,Elements 1–6,1,HÉRIGONE/BARROW,,https://www.google.com/books/edition/Les_six_premiers_livres_des_%C3%A9l%C3%A9ments_d/q5qYhOGvzP4C,/tps/Paris_1639_tp.jpeg,,,,,,,False,typographic,6,line,none,True,"roman, italics, majuscule roman",,,,,
Venice_1641,1641,Venice,,LATIN,,Caterino Doino,"EVCLIDIS ELEMENTORVM Libri VI Ad Per Illm. et Eccum. D.
D. Ioannem Libiolam Philosophum. ac Medicum. insignum:","THE ELEMENTS OF EUCLID
Books VI
To the Most Illustrious and Distinguished
D. D. Ioannes Libiola
Philosopher and Notable Physician:",EVCLIDIS ELEMENTORVM Libri VI,,,,,EVCLIDIS,,,,"Per Illm. et Eccum. D.
D. Ioannem Libiolam Philosophum. ac Medicum. Insignum",,,,,,,,,,,,,,,,,M.D. C.XLI.,TVRRINVM,VENETIIS,,,,,ai_02_14-55,,,,,Caterino Doino,,,,VENETIIS M.D. C.XLI. APVD TVRRINVM.,VENICE 1641. AT TURRINUS.,Duodecimo,Elements 1–6,1,CLAVIUS,-,,,,,,,,,,,,,,,,,,,,
Paris_1644,1644,Paris,,FRENCH,,Pierre Hérigone,"LES SIX PREMIERS LIVRES
DES ELEMENTS
D’EVCLIDE,
Demonstrez par Notes, d’vne Methode
tres-brieve & intelligible.
Auec les principalles parties des Mathematiques, ex-
pliquées succinctement sans Notes.
Et de plus, vn petit Dictionnaire, contenant les ety-
mologies & significations des noms & termes
plus obscures des Mathematiques.
Par PIERRE HERIGONE, Professeur és Mathematiques.","THE FIRST SIX BOOKS
OF THE ELEMENTS
OF EUCLID,
Demonstrated by Notes, in a Method
very brief & intelligible.
With the principal parts of Mathematics, ex-
plained succinctly without Notes.
And moreover, a small Dictionary, containing the ety-
mologies & meanings of the more obscure names & terms
of Mathematics.
By PIERRE HERIGONE, Professor of Mathematics.","LES SIX PREMIERS LIVRES
DES ELEMENTS
D’EVCLIDE",PIERRE HERIGONE,,Professeur és Mathematiques,,D’EVCLIDE,,,,,,,,"Demonstrez, ex-
pliquées",,,,,,,,,"Demonstrez par Notes, d’vne Methode tres-brieve & intelligible., Auec les principalles parties des Mathematiques, expliquées succinctement sans Notes., vn petit Dictionnaire, contenant les etymologies & significations des noms & termes plus obscures des Mathematiques.",,,,M. DC. XLIV.,SIMEON PIGET,PARIS,Auec Priuilege du Roy.,,,,ai_02_14-55,"Demonstrez par Notes, d’vne Methode
tres-brieve & intelligible",,"les principalles parties des Mathematiques, ex-
pliquées succinctement sans Notes","vn petit Dictionnaire, contenant les ety-
mologies & significations des noms & termes
plus obscures des Mathematiques",Pierre Hérigone,SIMEON PIGET,Simon Piget,,"A PARIS, Chez SIMEON PIGET, ruë S. Iacques, à l’enseigne de la Fontaine. M. DC. XLIV. Auec Priuilege du Roy.","IN PARIS, At SIMEON PIGET, St. Jacques street, at the sign of the Fountain. M. DC. XLIV. With the King's Privilege.",Octavo,Elements 1–6,6,HÉRIGONE/BARROW,,https://www.google.nl/books/edition/Cvrsvs_mathematicvs_nova_brevi_et_clara/krM4AAAAMAAJ,/tps/Paris_1644_tp.jpeg,,,,,,,False,typographic,7,line,none,True,"roman, italics, majuscule roman",,,,,
Paris_1644b,1644,Paris,,FRENCH,LATIN,Pierre Hérigone,"CVRSVS
MATHEMATICVS,
NOVA, BREVI, ET CLARA
METHODO DEMONSTRATVS.
Per NOTAS reales & vniuersales, citra vsum
cuiuscunque idiomatis, intellectu faciles.
COVRS
MATHEMATIQVE,
DEMONSTRÉ D’VNE NOVVELLE,
BRIEVE, ET CLAIRE METHODE,
Par NOTES reelles & vniuerselles, qui peuuent estre
ententuës facilement sans l’vsage d’aucune langue.
Par PIERRE HERIGONE, Mathematicien.","MATHEMATICAL
COURSE,
DEMONSTRATED BY A NEW, BRIEF,
AND CLEAR METHOD.
Through real & universal NOTES, easily understood
without the use of any language.
MATHEMATICAL
COURSE,
DEMONSTRATED BY A NEW,
BRIEF, AND CLEAR METHOD,
By real & universal NOTES, which can be
easily understood without the use of any language.
By PIERRE HERIGONE, Mathematician.","COVRS
MATHEMATIQVE",PIERRE HERIGONE,,Mathematicien,,,,,,,,,,DEMONSTRÉ,,,,,,,,,,,,,M. DC. XLIV.,SIMEON PIGET,PARIS,Auec Priuilege du Roy.,,,,ai_02_14-55,"DEMONSTRÉ D’VNE NOVVELLE, BRIEVE, ET CLAIRE METHODE, Par NOTES reelles & vniuerselles, qui peuuent estre
ententuës facilement sans l’vsage d’aucune langue",,,,Pierre Hérigone,SIMEON PIGET,Simon Piget,,"A PARIS, Chez SIMEON PIGET, ruë Saint Iacques, à
l’enseigne de la Fontaine. M. DC. XLIV. Auec Priuilege du Roy.","IN PARIS, At SIMEON PIGET, Saint Jacques street, at
the sign of the Fountain. M. DC. XLIV. With the King's Privilege.",Octavo,Elements 1–15; Data,6,HÉRIGONE/BARROW,,https://www.google.nl/books/edition/Cursus_mathematicus_noua_breui_et_clara/K0myw8QFkgwC,/tps/Paris_1644b_tp.jpeg,,,,,,,False,typographic,6,line,none,True,"roman, italics, majuscule roman",,,,,
Paris_1644c,1644,Paris,,LATIN,,Marin Mersenne,"VNIVERSÆ GEOMETRIÆ, MIXTÆQVE MATHEMATICÆ SYNOPSIS, ET BINI REFRACTIONVM DEMONSTRATARVM TRACTATVS. Studio & Operâ F. M. MERSENNI M.","SYNOPSIS OF UNIVERSAL GEOMETRY AND MIXED MATHEMATICS, AND TWO TREATISES ON DEMONSTRATED REFRACTIONS. By the study and work of F. M. MERSENNE M.","VNIVERSÆ GEOMETRIÆ, MIXTÆQVE MATHEMATICÆ SYNOPSIS, ET BINI REFRACTIONVM DEMONSTRATARVM TRACTATVS.",F. M. MERSENNI M.,,,,,,,,,,,,,,,,,,,,,,BINI REFRACTIONVM DEMONSTRATARVM TRACTATVS,none,,M. DC. XLIV.,ANTONIVM BERTIER,PARISIIS,CVM PRIVILEGIO REGIS.,,,,ai_02_14-55,,,ET BINI REFRACTIONVM DEMONSTRATARVM TRACTATVS,,Marin Mersenne,ANTONIVM BERTIER,Antoine Bertier,,"PARISIIS, Apud ANTONIVM BERTIER, viâ Iacobæâ, sub signo Fortunæ. M. DC. XLIV. CVM PRIVILEGIO REGIS.","PARIS, At ANTONIUM BERTIER, via Jacobaea, under the sign of Fortune. M. DC. XLIV. WITH THE PRIVILEGE OF THE KING.",Quarto,Elements 1–18 (enunciations); Phaenomena; Data (enunciations),1,FOIX,,https://www.google.com/books/edition/Vniuersae_geometriae_mixtaeque_mathemati/1BLr07HueLgC,/tps/Paris_1644c_tp.png,,,,,,,False,typographic,5,none,woodcut,True,"roman, italics, majuscule roman",,,,,
Lyon_1645,1645,Lyon,,FRENCH,,Pierre Le Mardelé,"LES QVINZE
LIVRES
DES
ELEMENTS
GEOMETRIQVES
D’EVCLIDE MEGARIEN.
Traduits de Grec en François, & augmentez de plusieurs figures
& demonstrations, auec la correction des erreurs commises és autres
traductions.
Dediez à MONSEIGNEVR l’Illustrissime & Reuerendissime
CARDINAL de Lyon.
Par PIERRE MARDELÉ, Professeur és Mathematiques.","THE FIFTEEN
BOOKS
OF THE
GEOMETRICAL
ELEMENTS
OF EUCLID OF MEGARA.
Translated from Greek into French, & augmented with several figures
& demonstrations, with the correction of errors committed in other
translations.
Dedicated to HIS LORDSHIP the Most Illustrious & Most Reverend
CARDINAL of Lyon.
By PIERRE MARDELÉ, Professor of Mathematics.","LES QVINZE
LIVRES
DES
ELEMENTS
GEOMETRIQVES
D’EVCLIDE MEGARIEN",PIERRE MARDELÉ,,Professeur és Mathematiques,,D’EVCLIDE,,,,"Dediez à MONSEIGNEVR l’Illustrissime & Reuerendissime
CARDINAL de Lyon",,,,"Traduits, augmentez",de Grec,en François,,,,,,,"plusieurs figures, demonstrations, la correction des erreurs commises és autres traductions",,,,M. DC. XLV.,SIMON RIGAVD,LYON,,,,,ai_02_14-55,"Traduits de Grec en François, & augmentez de plusieurs figures
& demonstrations, auec la correction des erreurs commises és autres
traductions",,,,Pierre Le Mardelé,Simon Rigavd,Simon Rigaud,,"A LYON, Chez SIMON RIGAVD, Marchand Libraire, ruë Merciere, à l’Escu de Venize. M. DC. XLV.","IN LYON, At SIMON RIGAVD, Bookseller, Merciere street, at the Shield of Venice. M. DC. XLV.",Octavo,Elements 1–15,1,COMMANDINO,,https://www.google.com/books/edition/Les_Quinze_livres_des_%C3%A9l%C3%A9ments_g%C3%A9om%C3%A9/DnG2u-0fb9kC,/tps/Lyon_1645_tp.jpeg,,,,,,,True,typographic,8,none,woodcut,True,"roman, majuscule roman, blackletter",,,,,
Lyon_1646,1646,Lyon,,FRENCH,,Pierre Le Mardelé,"LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE MEGARIEN. Traduits de Grec en François, & augmentez de plusieurs figures & demonstrations, auec la correction des erreurs commises és autres traductions. Dediez à MONSEIGNEVR l’Illustrissime & Reuerendissime CARDINAL de Lyon. Par PIERRE MARDELÉ Professeur és Mathematiques.","THE FIFTEEN BOOKS OF THE GEOMETRICAL ELEMENTS OF EUCLID OF MEGARA. Translated from Greek into French, & augmented with several figures & demonstrations, with the correction of errors committed in other translations. Dedicated to MY LORD the Most Illustrious & Most Reverend CARDINAL of Lyon. By PIERRE MARDELÉ Professor of Mathematics.",LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE MEGARIEN,PIERRE MARDELÉ,,Professeur és Mathematiques,,D’EVCLIDE,,,,Dediez à MONSEIGNEVR l’Illustrissime & Reuerendissime CARDINAL de Lyon,,,,"Traduits, augmentez",de Grec,en François,,,,,,,"plusieurs figures & demonstrations, la correction des erreurs commises és autres traductions",,,,M. DC. XLVI.,SIMON RIGAVD,LYON,,,,,ai_02_14-55,"Traduits de Grec en François, & augmentez de plusieurs figures & demonstrations, auec la correction des erreurs commises és autres traductions",,,,Pierre Le Mardelé,SIMON RIGAVD,Simon Rigaud,,"A LYON, Chez SIMON RIGAVD, Marchand Libraire, ruë Merciere, à l’Escu de Venize. M. DC. XLVI.","IN LYON, At SIMON RIGAVD, Bookseller, Merciere street, at the Shield of Venice. M. DC. XLVI.",Octavo,Elements 1–15,1,COMMANDINO,-,,,,,,,,,,,,,,,,,,,,
Rotterdam_1647,1647,Rotterdam,,DUTCH,,Jan Pieterszoon Dou,"De ses eerste Boecken EUCLIDIS, Van de beginselen ende fonda-menten der Geometrie. Waer bygevoeght zijn eenige nuttigheden, uyt de selve Boecken getrocken; Mitsgaders de Specien in Geometrische figuren, als ’tmaken, veranderen, t’samenvoegen, aftrecken, ver-menigvuldigen ende deelen. Overgeset, verklaert, ende uytgeleyt, tot vorderinge ende oeffeninge van alle leergierige liefhebbers der selver vrye Konste. DOOR JAN PIETERSE DOU: der stadt Leyden Lant-meter ende Wijnroyer. Van nieus oversien ende verbetert: Mitsgaders
de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert, door den selven Autheur.","The first six Books of EUCLID, On the principles and foundations of Geometry. To which are added some utilities, drawn from the same Books; Together with the Species in Geometric figures, such as making, changing, combining, subtracting, multiplying and dividing. Translated, explained, and interpreted, for the advancement and practice of all curious lovers of the same free Art. BY JAN PIETERSE DOU: Land surveyor and Wine gauger of the city of Leyden. Newly reviewed and improved: Together with the added utilities, with the species in Geometric figures more broadly explained and increased, by the same Author.",De ses eerste Boecken EUCLIDIS,JAN PIETERSE DOU,,der stadt Leyden Lant-meter ende Wijnroyer,,EUCLIDIS,,,,,,"Van nieus oversien ende verbetert: Mitsgaders de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert, door den selven Autheur.",,"Overgeset, verklaert, ende uytgeleyt",,,,,tot vorderinge ende oeffeninge van alle leergierige liefhebbers der selver vrye Konste.,,,,"eenige nuttigheden, de Specien in Geometrische figuren, als ’tmaken, veranderen, t’samenvoegen, aftrecken, ver-menigvuldigen ende deelen, de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert",,,,Anno 1647,Pieter van Waesberghe,ROTTERDAM,,,,,ai_02_14-55,,,"Waer bygevoeght zijn eenige nuttigheden, uyt de selve Boecken getrocken; Mitsgaders de Specien in Geometrische figuren, als ’tmaken, veranderen, t’samenvoegen, aftrecken, ver-menigvuldigen ende deelen","Mitsgaders
de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert, door den selven Autheur",Jan Pieterszen Dou,Pieter van Waesberghe,Pieter van Waesberghe,,"TOT ROTTERDAM, By Pieter van Waesberghe Boeck-verkooper op’t Steygher inde swarte Klock, Anno 1647,","TO ROTTERDAM, By Pieter van Waesberghe Book-seller at the Steygher at the black Clock, Year 1647,",Octavo,Elements 1–6,1,DOU,-,https://www.google.com/books/edition/De_ses_eerste_boecken_van_de_beginselen/OutYi45fS_oC,/tps/Rotterdam_1647_tp.png,,,,,,,False,typographic,6,none,none,False,"roman, majuscule roman, italics",,,,,
Utrecht_1647,1647,Utrecht,,DUTCH,,Jan Pieterszoon Dou,"De ses eerste Boecken EUCLIDIS, Van de beginselen ende fonda-menten der Geometrie. Waer bygevoeght zijn eenige nuttigheden, uyt de selve Boecken getrocken; Mitsgaders de Specien in Geometrische figuren, als ’tmaken, veranderen, t’samenvoegen, aftrecken, ver-menigvuldigen ende deelen. Overgeset, verklaert, ende uytgeleyt, tot vorderinge ende oeffeninge van alle leergierige liefhebbers der selver vrye Konste. DOOR JAN PIETERSE DOU, der stadt Leyden Lant-meter ende Wijnroyer. Van nieus oversien ende verbetert: Mitsgaders de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert, door den selven Autheur.","The first six Books of EUCLID, On the principles and foundations of Geometry. To which are added some utilities, drawn from the same Books; Together with the Species in Geometric figures, such as making, changing, combining, subtracting, multiplying and dividing. Translated, explained, and interpreted, for the advancement and practice of all curious lovers of the same free Art. BY JAN PIETERSE DOU, Land surveyor and Wine gauger of the city of Leiden. Newly reviewed and improved: Together with the added utilities, with the species in Geometric figures more broadly explained and increased, by the same Author.",De ses eerste Boecken EUCLIDIS,JAN PIETERSE DOU,,der stadt Leyden Lant-meter ende Wijnroyer.,,EUCLIDIS,,,,,,"Van nieus oversien ende verbetert: Mitsgaders de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert, door den selven Autheur.",,"Overgeset, verklaert, ende uytgeleyt",,,,,tot vorderinge ende oeffeninge van alle leergierige liefhebbers der selver vrye Konste.,,,,"eenige nuttigheden, de Specien in Geometrische figuren, als ’tmaken, veranderen, t’samenvoegen, aftrecken, ver-menigvuldigen ende deelen, verklaert, ende uytgeleyt, tot vorderinge ende oeffeninge van alle leergierige liefhebbers der selver vrye Konste, de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert",,,,Anno 1647,Jan van Waesberge,UTRECHT,,,,,ai_02_14-55,,,"Waer bygevoeght zijn eenige nuttigheden, uyt de selve Boecken getrocken; Mitsgaders de Specien in Geometrische figuren, als ’tmaken, veranderen, t’samenvoegen, aftrecken, ver-menigvuldigen ende deelen",,Jan Pieterszen Dou,Jan van Waesberge,Jan van Waesberge,,"TOT UTRECHT; By Jan van Waesberge, Boekverkooper over het Stadthuys, Anno 1647.","TOT UTRECHT; By Jan van Waesberge, Bookseller over the City Hall, Year 1647.",Octavo,Elements 1–6,1,DOU,-,https://www.google.com/books/edition/De_ses_eerste_boecken_Euclidis/NMc2AAAAMAAJ,/tps/Utrecht_1647_tp.png,,,,,,,False,typographic,6,none,woodcut,True,"roman, majuscule roman, italics",,,,,
Venice_1647,1647,Venice,,LATIN,,Caterino Doino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDCXXXXVII,,"Venetijs, Turinum",,,,,ai_02_14-55,,,,,Caterino Doino,,,,Venetijs Apud Turinum MDCXXXXVII,Venetijs Apud Turinum 1647,Octavo,Elements 1–6,1,CLAVIUS,-,https://www.google.com/books/edition/Euclidis_Elementorum_libri_6/NSkQw6sAyUoC,,,/tps/Venice_1647_frontispiece.png,Copperplate,"EVCLIDIS
ELEMENTORVM
Libri
VI
","Euclid's
Elements
Books
Fifteen",,False,typographic,2,none,copperplate,False,"roman, majuscule roman",,,,,
Rouen_1649,1649,Rouen,,FRENCH,,Denis Henrion,"LES QVINZE LIVRES DES ELEMENTS D’EVCLIDE. Traduicts de Latin en François: Par D. HENRION Mathematicien. CINQVIESME EDITION. Reueuë, corrigée, & de beaucoup augmentée","THE FIFTEEN BOOKS OF THE ELEMENTS OF EUCLID. Translated from Latin into French: By D. HENRION Mathematician. FIFTH EDITION. Reviewed, corrected, & greatly augmented",LES QVINZE LIVRES DES ELEMENTS D’EVCLIDE,D. HENRION,,Mathematicien,,D’EVCLIDE,,,,,,"CINQVIESME EDITION. Reueuë, corrigée, & de beaucoup augmentée",,"Traduicts, Reueuë, corrigée, augmentée",de Latin,en François,,,,,,,,,,,M. DC. XLIX.,CLEMENT MALASSIS,ROVEN,,,,,ai_02_14-55,Traduicts de Latin en François,,,,Denis Henrion,CLEMENT MALASSIS,Clément Malassis,,"A ROVEN, Chez CLEMENT MALASSIS, prés le grand Portail nostre Dame. M. DC. XLIX.","IN ROUEN, At CLEMENT MALASSIS, near the great Portal of our Lady. M. DC. XLIX.",Octavo,Elements 1–15,1,MAGNIENUS/GRACILIS and DASYPODIUS,6811239,,,,,,,,,,,,,,,,,,,,
